|chapter|sec|no|content|lang
64|3|6|6|這信息傳到尼尼微王的耳中，他就下了寶座，脫下朝服，披上麻布，坐在灰中。|zh
65|3|6|6|And the word came to the king of Nineveh, and he got up from his seat of authority, and took off his robe, and covering himself with haircloth, took his seat in the dust.|en
66|3|7|7|他又使人遍告尼尼微通城，說：王和大臣有令，人不可嘗甚麼，牲畜、牛羊不可吃草，也不可喝水。|zh
67|3|7|7|And he had it given out in Nineveh, By the order of the king and his great men, no man or beast, herd or flock, is to have a taste of anything; let them have no food or water:|en
68|3|8|8|人與牲畜都當披上麻布；人要切切求告神。各人回頭離開所行的惡道，丟棄手中的強暴。|zh
69|3|8|8|And let man and beast be covered with haircloth, and let them make strong prayers to God: and let everyone be turned from his evil way and the violent acts of their hands.|en
70|3|9|9|或者神轉意後悔，不發烈怒，使我們不致滅亡，也未可知。|zh
71|3|9|9|Who may say that God will not be turned, changing his purpose and turning away from his burning wrath, so that destruction may not overtake us?|en
72|3|10|10|於是神察看他們的行為，見他們離開惡道，他就後悔，不把所說的災禍降與他們了。|zh
73|3|10|10|And God saw what they did, how they were turned from their evil way; and God's purpose was changed as to the evil which he said he would do to them, and he did it not.|en
74|4|1|1|這事約拿大大不悅，且甚發怒，|zh
75|4|1|1|But this seemed very wrong to Jonah, and he was angry.|en
76|4|2|2|就禱告耶和華說：耶和華啊，我在本國的時候，豈不是這樣說嗎？我知道你是有恩典、有憐憫的神，不輕易發怒，有豐盛的慈愛，並且後悔不降所說的災，所以我急速逃往他施去。|zh
77|4|2|2|And he made prayer to the Lord and said, O Lord, is this not what I said when I was still in my country? This is why I took care to go in flight to Tarshish: for I was certain that you were a loving God, full of pity, slow to be angry and great in mercy, and ready to be turned from your purpose of evil.|en
78|4|3|3|耶和華啊，現在求你取我的命吧！因為我死了比活著還好。|zh
79|4|3|3|So now, O Lord, give ear to my prayer and take my life from me; for death is better for me than life.|en
80|4|4|4|耶和華說：你這樣發怒合乎理嗎？|zh
81|4|4|4|And the Lord said, Have you any right to be angry?|en
82|4|5|5|於是約拿出城，坐在城的東邊，在那裡為自己搭了一座棚，坐在棚的蔭下，要看看那城究竟如何。|zh
83|4|5|5|Then Jonah went out of the town, and took his seat on the east side of the town and made himself a roof of branches and took his seat under its shade till he saw what would become of the town.|en
84|4|6|6|耶和華神安排一棵蓖麻，使其發生高過約拿，影兒遮蓋他的頭，救他脫離苦楚；約拿因這棵蓖麻大大喜樂。|zh
85|4|6|6|And the Lord God made a vine come up over Jonah to give him shade over his head. And Jonah was very glad because of the vine.|en
86|4|7|7|次日黎明，神卻安排一條蟲子咬這蓖麻，以致枯槁。|zh
87|4|7|7|But early on the morning after, God made ready a worm for the destruction of the vine, and it became dry and dead.|en
88|4|8|8|日頭出來的時候，神安排炎熱的東風，日頭曝曬約拿的頭，使他發昏，他就為自己求死，說：我死了比活著還好！|zh
89|4|8|8|Then when the sun came up, God sent a burning east wind: and so great was the heat of the sun on his head that Jonah was overcome, and, requesting death for himself, said, Death is better for me than life.|en
90|4|9|9|神對約拿說：你因這棵蓖麻發怒合乎理嗎？他說：我發怒以至於死，都合乎理！|zh
91|4|9|9|And the Lord said to Jonah, Have you any right to be angry about the vine? And he said, I have a right to be truly angry.|en
92|4|10|10|耶和華說：這蓖麻，不是你栽種的，也不是你培養的；一夜發生，一夜乾死，你尚且愛惜；|zh
93|4|10|10|And the Lord said, You had pity on the vine, for which you did no work and for the growth of which you were not responsible; which came up in a night and came to an end in a night;|en
94|4|11|11|何況這尼尼微大城，其中不能分辨左手右手的有十二萬多人，並有許多牲畜，我豈能不愛惜呢？|zh
95|4|11|11|And am I not to have mercy on Nineveh, that great town, in which there are more than a hundred and twenty thousand persons without the power of judging between right and left, as well as much cattle?|en
