,Unnamed: 0,idx,abb,abb_cn,book,book_cn,chapter,sec,no1,no,chinese,english
30712,30712,66,Rev,啟,Revelation,啟示錄,1,16,16,16,他右手拿著七星，從他口中出來一把兩刃的利劍；面貌如同烈日放光。,And he had in his right hand seven stars: and out of his mouth came a sharp two-edged sword: and his face was like the sun shining in its strength.
30713,30713,66,Rev,啟,Revelation,啟示錄,1,17,17,17,我一看見，就仆倒在他腳前，像死了一樣。他用右手按著我，說：不要懼怕！我是首先的，我是末後的，,"And when I saw him, I went down on my face at his feet as one dead. And he put his right hand on me, saying, Have no fear; I am the first and the last and the Living one;"
30714,30714,66,Rev,啟,Revelation,啟示錄,1,18,18,18,又是那存活的；我曾死過，現在又活了，直活到永永遠遠；並且拿著死亡和陰間的鑰匙。,"And I was dead, and see, I am living for ever, and I have the keys of death and of Hell."
30715,30715,66,Rev,啟,Revelation,啟示錄,1,19,19,19,所以你要把所看見的，和現在的事，並將來必成的事，都寫出來。,"Put in writing, then, the things which you have seen, and the things which are, and the things which will be after these;"
30716,30716,66,Rev,啟,Revelation,啟示錄,1,20,20,20,論到你所看見、在我右手中的七星和七個金燈臺的奧祕，那七星就是七個教會的使者，七燈臺就是七個教會。,"The secret of the seven stars which you saw in my right hand, and of the seven gold vessels with burning lights. The seven stars are the angels of the seven churches: and the seven lights are the seven churches."
30717,30717,66,Rev,啟,Revelation,啟示錄,2,1,1,1,你要寫信給以弗所教會的使者，說：那右手拿著七星、在七個金燈臺中間行走的，說：,"To the angel of the church in Ephesus say: These things says he who has the seven stars in his right hand, who is walking in the middle of the seven gold lights:"
30718,30718,66,Rev,啟,Revelation,啟示錄,2,2,2,2,我知道你的行為、勞碌、忍耐，也知道你不能容忍惡人。你也曾試驗那自稱為使徒卻不是使徒的，看出他們是假的來。,"I have knowledge of your doings, and of your hard work and long waiting, and that you will not put up with evil men, and have put to the test those who say they are Apostles and are not, and have seen that they are false;"
30719,30719,66,Rev,啟,Revelation,啟示錄,2,3,3,3,你也能忍耐，曾為我的名勞苦，並不乏倦。,"And you have the power of waiting, and have undergone trouble because of my name, without weariness."
30720,30720,66,Rev,啟,Revelation,啟示錄,2,4,4,4,然而有一件事我要責備你，就是你把起初的愛心離棄了。,"But I have this against you, that you are turned away from your first love."
30721,30721,66,Rev,啟,Revelation,啟示錄,2,5,5,5,所以，應當回想你是從那裡墜落的，並要悔改，行起初所行的事。你若不悔改，我就臨到你那裡，把你的燈臺從原處挪去。,"So keep in mind where you were at first, and be changed in heart and do the first works; or I will come to you, and will take away your light from its place, if your hearts are not changed."
30722,30722,66,Rev,啟,Revelation,啟示錄,2,6,6,6,然而你還有一件可取的事，就是你恨惡尼哥拉一黨人的行為，這也是我所恨惡的。,"But at least you have the credit of hating the works of the Nicolaitans, as I do."
30723,30723,66,Rev,啟,Revelation,啟示錄,2,7,7,7,聖靈向眾教會所說的話，凡有耳的，就應當聽！得勝的，我必將神樂園中生命樹的果子賜給他吃。,"He who has ears, let him give ear to what the Spirit says to the churches. To him who overcomes I will give of the fruit of the tree of life, which is in the Paradise of God."
30724,30724,66,Rev,啟,Revelation,啟示錄,2,8,8,8,你要寫信給士每拿教會的使者，說：那首先的、末後的、死過又活的，說：,"And to the angel of the church in Smyrna say: These things says the first and the last, who was dead and is living:"
30725,30725,66,Rev,啟,Revelation,啟示錄,2,9,9,9,我知道你的患難，你的貧窮（你卻是富足的），也知道那自稱是猶太人所說的毀謗話，其實他們不是猶太人，乃是撒但一會的人。,"I have knowledge of your troubles and how poor you are (but you have true wealth), and the evil words of those who say they are Jews, and are not, but are a Synagogue of Satan."
30726,30726,66,Rev,啟,Revelation,啟示錄,2,10,10,10,你將要受的苦你不用怕。魔鬼要把你們中間幾個人下在監裡，叫你們被試煉，你們必受患難十日。你務要至死忠心，我就賜給你那生命的冠冕。,"Have no fear of the things which you will have to undergo: see, the Evil One will send some of you into prison, so that you may be put to the test; and you will have great trouble for ten days. Be true till death, and I will give you the crown of life."
30727,30727,66,Rev,啟,Revelation,啟示錄,2,11,11,11,聖靈向眾教會所說的話，凡有耳的，就應當聽！得勝的，必不受第二次死的害。,"He who has ears, let him give ear to what the Spirit says to the churches. He who overcomes will not come under the power of the second death."
30728,30728,66,Rev,啟,Revelation,啟示錄,2,12,12,12,你要寫信給別迦摩教會的使者，說：那有兩刃利劍的，說：,And to the angel of the church in Pergamos say: These things says he who has the sharp two-edged sword:
30729,30729,66,Rev,啟,Revelation,啟示錄,2,13,13,13,我知道你的居所，就是有撒但座位之處；當我忠心的見證人安提帕在你們中間、撒但所住的地方被殺之時，你還堅守我的名，沒有棄絕我的道。,"I have knowledge that your living-place is where Satan has his seat: and you are true to my name, and were not turned away from your faith in me, even in the days of Antipas, my true witness, who was put to death among you, where Satan has his place."
30730,30730,66,Rev,啟,Revelation,啟示錄,2,14,14,14,然而，有幾件事我要責備你：因為在你那裡有人服從了巴蘭的教訓；這巴蘭曾教導巴勒將絆腳石放在以色列人面前，叫他們吃祭偶像之物，行姦淫的事。,"But I have some things against you, because you have with you those who keep the teaching of Balaam, by whose suggestion Balak made the children of Israel go out of the right way, taking food which was offered to false gods, and going after the desires of the flesh."
30731,30731,66,Rev,啟,Revelation,啟示錄,2,15,15,15,你那裡也有人照樣服從了尼哥拉一黨人的教訓。,And you have those who keep the teaching of the Nicolaitans.
30732,30732,66,Rev,啟,Revelation,啟示錄,2,16,16,16,所以，你當悔改；若不悔改，我就快臨到你那裡，用我口中的劍攻擊他們。,"See, then, that you have a change of heart; or I will come to you quickly, and will make war against them with the sword of my mouth."
30733,30733,66,Rev,啟,Revelation,啟示錄,2,17,17,17,聖靈向眾教會所說的話，凡有耳的，就應當聽！得勝的，我必將那隱藏的嗎哪賜給他，並賜他一塊白石，石上寫著新名；除了那領受的以外，沒有人能認識。,"He who has ears, let him give ear to what the Spirit says to the churches. To him who overcomes I will give of the secret manna, and I will give him a white stone, and on the stone a new name, of which no one has knowledge but he to whom it is given."
30734,30734,66,Rev,啟,Revelation,啟示錄,2,18,18,18,你要寫信給推雅推喇教會的使者，說：那眼目如火燄、腳像光明銅的神之子說：,"And to the angel of the church in Thyatira say: These things says the Son of God, whose eyes are like a flame of fire, and his feet like polished brass:"
30735,30735,66,Rev,啟,Revelation,啟示錄,2,19,19,19,我知道你的行為、愛心、信心、勤勞、忍耐，又知道你末後所行的善事，比起初所行的更多。,"I have knowledge of your works, and your love and faith and help and strength in trouble, and that your last works are more than the first."
30736,30736,66,Rev,啟,Revelation,啟示錄,2,20,20,20,然而，有一件事我要責備你，就是你容讓那自稱是先知的婦人耶洗別教導我的僕人，引誘他們行姦淫，吃祭偶像之物。,"But I have this against you, that you let the woman Jezebel say she is a prophet and give false teaching, making my servants go after the desires of the flesh and take food offered to false gods."
30737,30737,66,Rev,啟,Revelation,啟示錄,2,21,21,21,我曾給他悔改的機會，他卻不肯悔改他的淫行。,"And I gave her time for a change of heart, but she has no mind to give up her unclean ways."
30738,30738,66,Rev,啟,Revelation,啟示錄,2,22,22,22,看哪，我要叫他病臥在床。那些與他行淫的人，若不悔改所行的，我也要叫他們同受大患難。,"See, I will put her into a bed, and those who make themselves unclean with her, into great trouble, if they go on with her works."
30739,30739,66,Rev,啟,Revelation,啟示錄,2,23,23,23,我又要殺死他的黨類（原文是兒女），叫眾教會知道，我是那察看人肺腑心腸的，並要照你們的行為報應你們各人。,And I will put her children to death; and all the churches will see that I am he who makes search into the secret thoughts and hearts of men: and I will give to every one of you the reward of your works.
30740,30740,66,Rev,啟,Revelation,啟示錄,2,24,24,24,至於你們推雅推喇其餘的人，就是一切不從那教訓、不曉得他們素常所說撒但深奧之理的人，我告訴你們，我不將別的擔子放在你們身上。,"But to you I say, to the rest in Thyatira, even to those who have not this teaching, and have no knowledge of the secrets of Satan, as they say; I put on you no other weight."
30741,30741,66,Rev,啟,Revelation,啟示錄,2,25,25,25,但你們已經有的，總要持守，直等到我來。,"But what you have, keep safe till I come."
30742,30742,66,Rev,啟,Revelation,啟示錄,2,26,26,26,那得勝又遵守我命令到底的，我要賜給他權柄制伏列國；,"He who overcomes, and keeps my works to the end, to him I will give rule over the nations,"
30743,30743,66,Rev,啟,Revelation,啟示錄,2,27,27,27,他必用鐵杖轄管（轄管：原文是牧）他們，將他們如同窯戶的瓦器打得粉碎，像我從我父領受的權柄一樣。,"And he will be ruling them with a rod of iron; as the vessels of the potter they will be broken, even as I have power from my Father:"
30744,30744,66,Rev,啟,Revelation,啟示錄,2,28,28,28,我又要把晨星賜給他。,And I will give him the morning star.
30745,30745,66,Rev,啟,Revelation,啟示錄,2,29,29,29,聖靈向眾教會所說的話，凡有耳的，就應當聽！,"He who has ears, let him give ear to what the Spirit says to the churches."
30746,30746,66,Rev,啟,Revelation,啟示錄,3,1,1,1,你要寫信給撒狄教會的使者，說：那有神的七靈和七星的，說：我知道你的行為，按名你是活的，其實是死的。,"And to the angel of the church in Sardis say: These things says he who has the seven Spirits of God and the seven stars: I have knowledge of your works, that you seem to be living but are dead."
30747,30747,66,Rev,啟,Revelation,啟示錄,3,2,2,2,你要儆醒，堅固那剩下將要衰微（原文是死）的；因我見你的行為，在我神面前，沒有一樣是完全的。,"Be on the watch, and make strong the rest of the things which are near to death; because as judged by me your works have not come up to God's measure."
30748,30748,66,Rev,啟,Revelation,啟示錄,3,3,3,3,所以要回想你是怎樣領受、怎樣聽見的、又要遵守，並要悔改。若不儆醒，我必臨到你那裡，如同賊一樣。我幾時臨到，你也決不能知道。,"Keep in mind, then, the teaching which was given to you, and be ruled by it and have a change of heart. If then you do not keep watch, I will come like a thief, and you will have no knowledge of the hour when I will come on you."
30749,30749,66,Rev,啟,Revelation,啟示錄,3,4,4,4,然而在撒狄，你還有幾名是未曾污穢自己衣服的，他們要穿白衣與我同行，因為他們是配得過的。,But you have some names in Sardis who have kept clean their robes; and as a reward they will go in white with me.
30750,30750,66,Rev,啟,Revelation,啟示錄,3,5,5,5,凡得勝的必這樣穿白衣，我也必不從生命冊上塗抹他的名；且要在我父面前，和我父眾使者面前，認他的名。,"He who overcomes will be dressed in white, and I will not take his name from the book of life, and I will give witness to his name before my Father, and before his angels."
30751,30751,66,Rev,啟,Revelation,啟示錄,3,6,6,6,聖靈向眾教會所說的話，凡有耳的，就應當聽！,"He who has ears, let him give ear to what the Spirit says to the churches."
30752,30752,66,Rev,啟,Revelation,啟示錄,3,7,7,7,你要寫信給非拉鐵非教會的使者，說：那聖潔、真實、拿著大衛的鑰匙、開了就沒有人能關、關了就沒有人能開的，說：,"And to the angel of the church in Philadelphia say: These things says he who is holy, he who is true, he who has the key of David, opening the door so that it may be shut by no one, and shutting it so that it may be open to no one."
30753,30753,66,Rev,啟,Revelation,啟示錄,3,8,8,8,我知道你的行為，你略有一點力量，也曾遵守我的道，沒有棄絕我的名。看哪，我在你面前給你一個敞開的門，是無人能關的。,"I have knowledge of your works (see, I have put before you an open door which may be shut by no one), and that you have a little strength, and have kept my word, and have been true to my name."
30754,30754,66,Rev,啟,Revelation,啟示錄,3,9,9,9,那撒但一會的，自稱是猶太人，其實不是猶太人，乃是說謊話的，我要使他們來，在你腳前下拜，也使他們知道我是已經愛你了。,"See, I will make those of the Synagogue of Satan who say they are Jews, and are not, but say what is false; I will make them come and give worship before your feet, and see my love for you."
30755,30755,66,Rev,啟,Revelation,啟示錄,3,10,10,10,你既遵守我忍耐的道，我必在普天下人受試煉的時候，保守你免去你的試煉。,"Because you have kept my word in quiet strength, I will keep you from the hour of testing which is coming on all the world, to put to the test those who are on earth."
30756,30756,66,Rev,啟,Revelation,啟示錄,3,11,11,11,我必快來，你要持守你所有的，免得人奪去你的冠冕。,"I come quickly: keep that which you have, so that no one may take your crown."
30757,30757,66,Rev,啟,Revelation,啟示錄,3,12,12,12,得勝的，我要叫他在我神殿中作柱子，他也必不再從那裡出去。我又要將我神的名和我神城的名（這城就是從天上、從我神那裡降下來的新耶路撒冷），並我的新名，都寫在他上面。,"Him who overcomes I will make a pillar in the house of my God, and he will go out no more: and I will put on him the name of my God, and the name of the town of my God, the new Jerusalem, which comes down out of heaven from my God, and my new name."
30758,30758,66,Rev,啟,Revelation,啟示錄,3,13,13,13,聖靈向眾教會所說的話，凡有耳的，就應當聽！,"He who has ears, let him give ear to what the Spirit says to the churches."
30759,30759,66,Rev,啟,Revelation,啟示錄,3,14,14,14,你要寫信給老底嘉教會的使者，說：那為阿們的，為誠信真實見證的，在神創造萬物之上為元首的，說：,"And to the angel of the church in Laodicea say: These things says the true and certain witness, the head of God's new order:"
30760,30760,66,Rev,啟,Revelation,啟示錄,3,15,15,15,我知道你的行為，你也不冷也不熱；我巴不得你或冷或熱。,"I have knowledge of your works, that you are not cold or warm: it would be better if you were cold or warm."
30761,30761,66,Rev,啟,Revelation,啟示錄,3,16,16,16,你既如溫水，也不冷也不熱，所以我必從我口中把你吐出去。,"So because you are not one thing or the other, I will have no more to do with you."
30762,30762,66,Rev,啟,Revelation,啟示錄,3,17,17,17,你說：我是富足，已經發了財，一樣都不缺；卻不知道你是那困苦、可憐、貧窮、瞎眼、赤身的。,"For you say, I have wealth, and have got together goods and land, and have need of nothing; and you are not conscious of your sad and unhappy condition, that you are poor and blind and without clothing."
30763,30763,66,Rev,啟,Revelation,啟示錄,3,18,18,18,我勸你向我買火煉的金子，叫你富足；又買白衣穿上，叫你赤身的羞恥不露出來；又買眼藥擦你的眼睛，使你能看見。,"If you are wise you will get from me gold tested by fire, so that you may have true wealth; and white robes to put on, so that your shame may not be seen; and oil for your eyes, so that you may see."
30764,30764,66,Rev,啟,Revelation,啟示錄,3,19,19,19,凡我所疼愛的，我就責備管教他；所以你要發熱心，也要悔改。,"To all those who are dear to me, I give sharp words and punishment: then with all your heart have sorrow for your evil ways."
30765,30765,66,Rev,啟,Revelation,啟示錄,3,20,20,20,看哪，我站在門外叩門，若有聽見我聲音就開門的，我要進到他那裡去，我與他他與我一同坐席。,"See, I am waiting at the door and giving the sign; if my voice comes to any man's ears and he makes the door open, I will come in to him, and will take food with him and he with me."
30766,30766,66,Rev,啟,Revelation,啟示錄,3,21,21,21,得勝的，我要賜他在我寶座上與我同坐，就如我得了勝，在我父的寶座上與他同坐一般。,"To him who overcomes I will give a place with me on my high seat, even as I overcame, and am seated with my Father on his high seat."
30767,30767,66,Rev,啟,Revelation,啟示錄,3,22,22,22,聖靈向眾教會所說的話，凡有耳的，就應當聽！,"He who has ears, let him give ear to what the Spirit says to the churches."
30768,30768,66,Rev,啟,Revelation,啟示錄,4,1,1,1,此後，我觀看，見天上有門開了。我初次聽見好像吹號的聲音，對我說：你上到這裡來，我要將以後必成的事指示你。,"After these things I saw a door open in heaven, and the first voice came to my ears, like the sound of a horn, saying, Come up here, and I will make clear to you the things which are to come."
30769,30769,66,Rev,啟,Revelation,啟示錄,4,2,2,2,我立刻被聖靈感動，見有一個寶座安置在天上，又有一位坐在寶座上。,"Straight away I was in the Spirit: and I saw a high seat in heaven, and one was seated on it;"
30770,30770,66,Rev,啟,Revelation,啟示錄,4,3,3,3,看那坐著的，好像碧玉和紅寶石；又有虹圍著寶座，好像綠寶石。,"And to my eyes he was like a jasper and a sardius stone: and there was an arch of light round the high seat, like an emerald."
30771,30771,66,Rev,啟,Revelation,啟示錄,4,4,4,4,寶座的周圍又有二十四個座位；其上坐著二十四位長老，身穿白衣，頭上戴著金冠冕。,"And round about the high seat were four and twenty seats: and on them I saw four and twenty rulers seated, clothed in white robes; and on their heads crowns of gold."
30772,30772,66,Rev,啟,Revelation,啟示錄,4,5,5,5,有閃電、聲音、雷轟從寶座中發出；又有七盞火燈在寶座前點著；這七燈就是神的七靈。,"And out of the high seat came flames and voices and thunders. And seven lights of fire were burning before the high seat, which are the seven Spirits of God;"
30773,30773,66,Rev,啟,Revelation,啟示錄,4,6,6,6,寶座前好像一個玻璃海，如同水晶。寶座中和寶座周圍有四個活物，前後遍體都滿了眼睛。,"And before the high seat there was, as it seemed, a clear sea of glass; and in the middle of the high seat, and round about it, four beasts full of eyes round about."
30774,30774,66,Rev,啟,Revelation,啟示錄,4,7,7,7,第一個活物像獅子，第二個像牛犢，第三個臉面像人，第四個像飛鷹。,"And the first beast was like a lion, and the second like an ox, and the third had a face like a man, and the fourth was like an eagle in flight."
30775,30775,66,Rev,啟,Revelation,啟示錄,4,8,8,8,四活物各有六個翅膀，遍體內外都滿了眼睛。他們晝夜不住的說：聖哉！聖哉！聖哉！主神是昔在、今在、以後永在的全能者。,"And the four beasts, having every one of them six wings, are full of eyes round about and inside: and without resting day and night, they say, Holy, holy, holy, Lord God, Ruler of all, who was and is and is to come."
30776,30776,66,Rev,啟,Revelation,啟示錄,4,9,9,9,每逢四活物將榮耀、尊貴、感謝歸給那坐在寶座上、活到永永遠遠者的時候，,"And when the beasts give glory and honour to him who is seated on the high seat, to him who is living for ever and ever,"
30777,30777,66,Rev,啟,Revelation,啟示錄,4,10,10,10,那二十四位長老就俯伏在坐寶座的面前敬拜那活到永永遠遠的，又把他們的冠冕放在寶座前，說：,"The four and twenty rulers go down on their faces before him who is seated on the high seat, and give worship to him who is living for ever and ever, and take off their crowns before the high seat, saying,"
30778,30778,66,Rev,啟,Revelation,啟示錄,4,11,11,11,我們的主，我們的神，你是配得榮耀、尊貴、權柄的；因為你創造了萬物，並且萬物是因你的旨意被創造而有的。,"It is right, our Lord and our God, for you to have glory and honour and power: because by you were all things made, and by your desire they came into being."
30779,30779,66,Rev,啟,Revelation,啟示錄,5,1,1,1,我看見坐寶座的右手中有書卷，裡外都寫著字，用七印封嚴了。,"And I saw in the right hand of him who was seated on the high seat, a book with writing inside it and on the back, shut with seven stamps of wax."
30780,30780,66,Rev,啟,Revelation,啟示錄,5,2,2,2,我又看見一位大力的天使大聲宣傳說：有誰配展開那書卷，揭開那七印呢？,"And I saw a strong angel saying in a loud voice, Who is able to make the book open, and to undo its stamps?"
30781,30781,66,Rev,啟,Revelation,啟示錄,5,3,3,3,在天上、地上、地底下，沒有能展開、能觀看那書卷的。,"And no one in heaven, or on the earth, or under the earth, was able to get the book open, or to see what was in it."
30782,30782,66,Rev,啟,Revelation,啟示錄,5,4,4,4,因為沒有配展開、配觀看那書卷的，我就大哭。,"And I was very sad, because there was no one able to get the book open or to see what was in it."
30783,30783,66,Rev,啟,Revelation,啟示錄,5,5,5,5,長老中有一位對我說：不要哭。看哪，猶大支派中的獅子，大衛的根，他已得勝，能以展開那書卷，揭開那七印。,"And one of the rulers said to me, Do not be sad: see, the Lion of the tribe of Judah, the Root of David, has overcome, and has power to undo the book and its seven stamps."
30784,30784,66,Rev,啟,Revelation,啟示錄,5,6,6,6,我又看見寶座與四活物，並長老之中有羔羊站立，像是被殺過的，有七角七眼，就是神的七靈，奉差遣往普天下去的。,"And I saw in the middle of the high seat and of the four beasts, and in the middle of the rulers, a Lamb in his place, which seemed as if it had been put to death, having seven horns and seven eyes, which are the seven Spirits of God, sent out into all the earth."
30785,30785,66,Rev,啟,Revelation,啟示錄,5,7,7,7,這羔羊前來，從坐寶座的右手裡拿了書卷。,And he came and took it out of the right hand of him who was seated on the high seat.
30786,30786,66,Rev,啟,Revelation,啟示錄,5,8,8,8,他既拿了書卷，四活物和二十四位長老就俯伏在羔羊面前，各拿著琴和盛滿了香的金爐；這香就是眾聖徒的祈禱。,"And when he had taken the book, the four beasts and the four and twenty rulers went down on their faces before the Lamb, having every one an instrument of music, and gold vessels full of perfumes, which are the prayers of the saints."
30787,30787,66,Rev,啟,Revelation,啟示錄,5,9,9,9,他們唱新歌，說：你配拿書卷，配揭開七印；因為你曾被殺，用自己的血從各族、各方、各民、各國中買了人來，叫他們歸於神，,"And their voices are sounding in a new song, saying, It is right for you to take the book and to make it open: for you were put to death and have made an offering to God of your blood for men of every tribe, and language, and people, and nation,"
30788,30788,66,Rev,啟,Revelation,啟示錄,5,10,10,10,又叫他們成為國民，作祭司歸於神，在地上執掌王權。,"And have made them a kingdom and priests to our God, and they are ruling on the earth."
30789,30789,66,Rev,啟,Revelation,啟示錄,5,11,11,11,我又看見且聽見，寶座與活物並長老的周圍有許多天使的聲音；他們的數目有千千萬萬，,"And I saw, and there came to my ears the sound of a great number of angels round about the high seat and the beasts and the rulers; and the number of them was ten thousand times ten thousand, and thousands of thousands;"
30790,30790,66,Rev,啟,Revelation,啟示錄,5,12,12,12,大聲說：曾被殺的羔羊是配得權柄、豐富、智慧、能力、尊貴、榮耀、頌讚的。,"Saying with a great voice, It is right to give to the Lamb who was put to death, power and wealth and wisdom and strength and honour and glory and blessing."
30791,30791,66,Rev,啟,Revelation,啟示錄,5,13,13,13,我又聽見在天上、地上、地底下、滄海裡，和天地間一切所有被造之物，都說：但願頌讚、尊貴、榮耀、權勢都歸給坐寶座的和羔羊，直到永永遠遠！,"And to my ears came the voice of everything in heaven and on earth and under the earth and in the sea, and of all things which are in them, saying, To him who is seated on the high seat, and to the Lamb, may blessing and honour and glory and power be given for ever and ever."
30792,30792,66,Rev,啟,Revelation,啟示錄,5,14,14,14,四活物就說：阿們！眾長老也俯伏敬拜。,"And the four beasts said, So be it. And the rulers went down on their faces and gave worship."
30793,30793,66,Rev,啟,Revelation,啟示錄,6,1,1,1,我看見羔羊揭開七印中第一印的時候，就聽見四活物中的一個活物，聲音如雷，說：你來！,"And I saw when the Lamb undid one of the stamps, and the voice of one of the four beasts came to my ears, saying as with a voice of thunder, Come and see."
30794,30794,66,Rev,啟,Revelation,啟示錄,6,2,2,2,我就觀看，見有一匹白馬；騎在馬上的，拿著弓，並有冠冕賜給他。他便出來，勝了又要勝。,"And I saw a white horse, and he who was seated on it had a bow; and there was given to him a crown: and he went out with power to overcome."
30795,30795,66,Rev,啟,Revelation,啟示錄,6,3,3,3,揭開第二印的時候，我聽見第二個活物說：你來。,"And when the second stamp was undone, the voice of the second beast came to my ears, saying, Come and see."
30796,30796,66,Rev,啟,Revelation,啟示錄,6,4,4,4,就另有一匹馬出來，是紅的，有權柄給了那騎馬的，可以從地上奪去太平，使人彼此相殺；又有一把大刀賜給他。,"And another horse came out, a red horse; and it was given to him who was seated on it to take peace from the earth, so that people might put one another to death: and there was given to him a great sword."
30797,30797,66,Rev,啟,Revelation,啟示錄,6,5,5,5,揭開第三印的時候，我聽見第三個活物說：你來！我就觀看，見有一匹黑馬；騎在馬上的，手裡拿著天平。,"And when the third stamp was undone, the voice of the third beast came to my ears, saying, Come and see. And I saw a black horse; and he who was seated on it had scales in his hand."
30798,30798,66,Rev,啟,Revelation,啟示錄,6,6,6,6,我聽見在四活物中似乎有聲音說：一錢銀子買一升麥子，一錢銀子買三升大麥；油和酒不可糟蹋。,"And a voice came to my ears, from the middle of the four beasts, saying, A measure of grain for a penny, and three measures of barley for a penny: and see that you do no damage to the oil and the wine."
30799,30799,66,Rev,啟,Revelation,啟示錄,6,7,7,7,揭開第四印的時候，我聽見第四個活物說：你來！,"And when the fourth stamp was undone, the voice of the fourth beast came to my ears, saying, Come and see."
30800,30800,66,Rev,啟,Revelation,啟示錄,6,8,8,8,我就觀看，見有一匹灰色馬；騎在馬上的，名字叫作死，陰府也隨著他；有權柄賜給他們，可以用刀劍、饑荒、瘟疫（或作：死亡）、野獸，殺害地上四分之一的人。,"And I saw a grey horse, and the name of him who was seated on it was Death; and Hell came after him. And there was given to them authority over the fourth part of the earth, to put to destruction by the sword, and by taking away their food, and by death, and by the beasts of the earth."
30801,30801,66,Rev,啟,Revelation,啟示錄,6,9,9,9,揭開第五印的時候，我看見在祭壇底下，有為神的道、並為作見證被殺之人的靈魂，,"And when the fifth stamp was undone, I saw under the altar the souls of those who had been put to death for the word of God, and for the witness which they kept."
